group_ic4fq86/STATE,LGABAYELSA,LGADELTA,LGAEDO,LGARIVERS,Type of Sub project Enterprise,CROP PRODUCTION,FISHERY,LIVESTOCK,POULTRY,PROCESSING,MARKETING,RURAL INFRASTRUCTURE,FORESTRY,Total Cost of Sub Project,IDA Amount,Beneficiary Contribution,Total Amount Disbursed,Date of disbursement
delta,n/a,ethiope east,n/a,n/a,crop productio,pepper tomato,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4611900,3027900,1584000,3027900,06/02/2019
delta,n/a,ethiope east,n/a,n/a,processing,n/a,n/a,n/a,n/a,palm oil proce,n/a,n/a,n/a,3143200,2291410,851790,2291410,06/02/2019
edo,n/a,n/a,oredo,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,920000,634000,286000,634000,16/08/2018
edo,n/a,n/a,oredo,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,965000,595500,369500,595500,16/08/2018
delta,n/a,ethiope east,n/a,n/a,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,4215400,2829550,1385850,2829550,06/02/2019
edo,n/a,n/a,etsako central,n/a,processing,n/a,n/a,n/a,n/a,cassava proces,n/a,n/a,n/a,1180000,826000,354000,826000,16/08/2018
edo,n/a,n/a,esan west,n/a,processing,n/a,n/a,n/a,n/a,cassava proces,n/a,n/a,n/a,866000,606200,259800,606200,16/08/2018
edo,n/a,n/a,esan west,n/a,poultry,n/a,n/a,n/a,layers,n/a,n/a,n/a,n/a,800000,560000,240000,560000,16/08/2018
edo,n/a,n/a,esan central,n/a,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,1013000,640100,372900,640100,16/08/2018
edo,n/a,n/a,igueben,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,590000,413000,177000,413000,10/06/2014
edo,n/a,n/a,esan central,n/a,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,669000,439300,229700,439300,06/07/2017
edo,n/a,n/a,igueben,n/a,processing,n/a,n/a,n/a,n/a,cassava proces,n/a,n/a,n/a,590000,413000,177000,413000,10/06/2014
edo,n/a,n/a,esan central,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,916500,612550,303950,612550,16/08/2018
edo,n/a,n/a,esan west,n/a,livestock,n/a,n/a,goatry,n/a,n/a,n/a,n/a,n/a,603500,407450,196050,603500,16/08/2018
edo,n/a,n/a,esan west,n/a,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,farm road,n/a,1802500,1622250,180250,1802500,16/08/2018
edo,n/a,n/a,igueben,n/a,processing,n/a,n/a,n/a,n/a,cassava proces,n/a,n/a,n/a,1316000,413000,177000,413000,10/06/2014
edo,n/a,n/a,esan central,n/a,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,1013000,640100,372900,640100,16/08/2018
edo,n/a,n/a,esan central,n/a,processing,n/a,n/a,n/a,n/a,palm oil proce,n/a,n/a,n/a,1407000,984900,422100,984900,16/08/2018
edo,n/a,n/a,esan central,n/a,crop productio,yam minisett,n/a,n/a,n/a,n/a,n/a,n/a,n/a,965000,534500,430500,534500,16/08/2018
edo,n/a,n/a,esan central,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,916000,641200,274800,641200,18/07/2017
edo,n/a,n/a,esan central,n/a,processing,n/a,n/a,n/a,n/a,palm oil proce,n/a,n/a,n/a,768500,504150,264350,504150,06/07/2017
edo,n/a,n/a,esan central,n/a,crop productio,oil palm,n/a,n/a,n/a,n/a,n/a,n/a,n/a,939000,657300,281700,657300,06/07/2017
edo,n/a,n/a,esan south eas,n/a,crop productio,oil palm,n/a,n/a,n/a,n/a,n/a,n/a,n/a,960000,672000,288000,672000,07/12/2016
edo,n/a,n/a,esan south eas,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,732000,450400,281600,450400,07/12/2016
edo,n/a,n/a,esan south eas,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,732000,450000,281600,450400,07/12/2016
edo,n/a,n/a,esan central,n/a,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,1013000,640100,372900,640100,16/08/2018
edo,n/a,n/a,esan central,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,768500,504150,264350,504150,06/07/2017
edo,n/a,n/a,esan central,n/a,processing,n/a,n/a,n/a,n/a,cassava proces,n/a,n/a,n/a,916000,641200,274800,641200,06/07/2017
edo,n/a,n/a,esan central,n/a,livestock,n/a,n/a,goatry,n/a,n/a,n/a,n/a,n/a,669000,439300,229700,669000,06/07/2017
edo,n/a,n/a,igueben,n/a,poultry,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,858000,546600,311400,546600,09/04/2019
edo,n/a,n/a,igueben,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,858000,546600,311400,546600,09/04/2019
edo,n/a,n/a,igueben,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,858000,546600,311400,546600,09/04/2019
edo,n/a,n/a,igueben,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,858000,546600,311400,546600,09/04/2019
delta,n/a,ethiope east,n/a,n/a,crop productio,pepper tomato,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4611900,3027900,1584000,3027900,06/02/2019
delta,n/a,ethiope east,n/a,n/a,crop productio,pepper tomato,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4611900,3027900,1584000,4611900,06/02/2019
edo,n/a,n/a,esan north eas,n/a,crop productio,yam minisett,n/a,n/a,n/a,n/a,n/a,n/a,n/a,650000,422000,228000,422000,16/08/2018
edo,n/a,n/a,esan north eas,n/a,crop productio,cocoyam,n/a,n/a,n/a,n/a,n/a,n/a,n/a,666000,432200,233800,432200,16/08/2018
edo,n/a,n/a,esan south eas,n/a,crop productio,rice,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1399000,829500,569500,829500,22/11/2017
edo,n/a,n/a,esan south eas,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1290000,775000,515000,775000,22/11/2017
edo,n/a,n/a,esan south eas,n/a,crop productio,rice,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1399000,829500,569500,829500,22/11/2017
edo,n/a,n/a,esan south eas,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1290000,775000,515000,775000,22/11/2017
edo,n/a,n/a,esan south eas,n/a,crop productio,rice,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1399000,829500,569500,829500,22/11/2017
edo,n/a,n/a,esan south eas,n/a,crop productio,rice,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1399000,829500,569500,829500,22/11/2017
edo,n/a,n/a,esan west,n/a,crop productio,oil palm,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1019000,713300,305700,713300,16/08/2018
edo,n/a,n/a,esan north eas,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,732000,450400,281600,732000,07/12/2016
edo,n/a,n/a,esan south eas,n/a,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,farm road,n/a,1820000,1638000,182000,1820000,07/12/2016
edo,n/a,n/a,igueben,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,878300,545210,333090,878300,14/08/2018
edo,n/a,n/a,esan north eas,n/a,crop productio,others,n/a,n/a,n/a,n/a,n/a,n/a,n/a,654500,423150,231350,654500,16/08/2018
edo,n/a,n/a,esan north eas,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,532500,329750,202750,532500,16/08/2018
edo,n/a,n/a,esan north eas,n/a,crop productio,pawpaw,n/a,n/a,n/a,n/a,n/a,n/a,n/a,660000,427000,233000,660000,16/08/2018
edo,n/a,n/a,esan north eas,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,684500,439500,245000,684500,16/08/2018
edo,n/a,n/a,igueben,n/a,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,rural market,n/a,1283490,1283490,142610,1283490,10/06/2014
edo,n/a,n/a,esan south eas,n/a,processing,n/a,n/a,n/a,n/a,cassava proces,n/a,n/a,n/a,1074000,751800,322200,1074000,07/12/2016
delta,n/a,burutu,n/a,n/a,processing,n/a,n/a,n/a,n/a,cassava proces,n/a,n/a,n/a,1756214.29,1301414.29,454800,1301414.29,08/10/2015
delta,n/a,burutu,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1838914.29,1359304.29,479610,1359304.29,08/10/2015
delta,n/a,burutu,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,936714.29,936714.29,0,936714.29,08/10/2015
delta,n/a,burutu,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,3303214.29,2039514.29,1263700,2039514.29,02/09/2018
delta,n/a,burutu,n/a,n/a,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,rural market,n/a,4288713.41,3859842.11,428871.3,3859842.12,22/02/2016
delta,n/a,burutu,n/a,n/a,poultry,n/a,n/a,n/a,layers,n/a,n/a,n/a,n/a,3436214.29,2173414.29,1262800,2173414.29,02/09/2018
delta,n/a,burutu,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1657214.29,1159214.29,498000,1159214.29,22/02/2016
delta,n/a,burutu,n/a,n/a,livestock,n/a,n/a,piggery,n/a,n/a,n/a,n/a,n/a,3142714.29,2019164.29,1123550,2019164.29,02/08/2018
delta,n/a,burutu,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1838914.29,1359304.29,479610,1359304.29,08/10/2015
delta,n/a,burutu,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1838914.29,1359304.29,479610,1359304.29,08/10/2015
delta,n/a,burutu,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1145664.29,936714.29,208950,936714.29,08/10/2015
delta,n/a,ethiope east,n/a,n/a,livestock,n/a,n/a,piggery,n/a,n/a,n/a,n/a,n/a,4313900,2824900,1489000,2824900,06/02/2019
delta,n/a,burutu,n/a,n/a,poultry,n/a,n/a,n/a,layers,n/a,n/a,n/a,n/a,2617814.29,1752014.29,865800,1752014.29,22/02/2016
delta,n/a,burutu,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,1838914.29,1359304.29,479610,1359304.29,08/10/2015
delta,n/a,burutu,n/a,n/a,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,cargo boat,n/a,3800000,3420000,380000,3420000,08/10/2015
delta,n/a,burutu,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1657214.29,1159214.29,498000,1159214.29,22/02/2016
delta,n/a,burutu,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1657214.29,1159014.29,498000,1159214.29,02/02/2016
delta,n/a,burutu,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1657214.29,1159214.29,498000,1159214.29,22/02/2016
delta,n/a,burutu,n/a,n/a,poultry,n/a,n/a,n/a,layers,n/a,n/a,n/a,n/a,2647214.29,1781414.29,865800,1781414.29,22/02/2016
delta,n/a,burutu,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,2174214.29,1477514.29,696700,1477514.29,02/02/2016
delta,n/a,burutu,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1657214.29,1159214.29,498000,1159214.29,22/02/2016
delta,n/a,burutu,n/a,n/a,fishery,n/a,capture fish,n/a,n/a,n/a,n/a,n/a,n/a,941714.29,914714.29,n/a,914714.29,23/09/2015
edo,n/a,n/a,esan north eas,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,685000,439500,245500,439500,16/08/2018
edo,n/a,n/a,esan south eas,n/a,livestock,n/a,n/a,goatry,n/a,n/a,n/a,n/a,n/a,840000,512000,328000,512000,07/12/2016
edo,n/a,n/a,esan north eas,n/a,processing,n/a,n/a,n/a,n/a,cassava proces,n/a,n/a,n/a,1165000,815500,349500,815500,16/08/2018
edo,n/a,n/a,esan south eas,n/a,livestock,n/a,n/a,goatry,n/a,n/a,n/a,n/a,n/a,83600,510000,326000,510000,07/12/2016
edo,n/a,n/a,igueben,n/a,processing,n/a,n/a,n/a,n/a,palm oil proce,n/a,n/a,n/a,457610,315000,135000,315000,10/06/2014
edo,n/a,n/a,esan south eas,n/a,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,840000,512000,3280000,512000,07/12/2016
edo,n/a,n/a,esan south eas,n/a,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,840000,512000,328000,512000,07/12/2016
delta,n/a,udu,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1843950,1186725,660225,1186725,02/10/2015
delta,n/a,oshimili south,n/a,n/a,crop productio,rice,n/a,n/a,n/a,n/a,n/a,n/a,others,4041000,2710500,1330500,2710500,27/11/2018
delta,n/a,oshimili south,n/a,n/a,crop productio,rice,n/a,n/a,n/a,n/a,n/a,n/a,others,4041000,2710500,1330500,2710500,27/11/2018
delta,n/a,oshimili south,n/a,n/a,crop productio,rice,n/a,n/a,n/a,n/a,n/a,n/a,others,4041000,2710500,1330500,2710500,27/11/2018
edo,n/a,n/a,owan east,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1542500,994750,547750,994750,16/06/2015
edo,n/a,n/a,owan east,n/a,crop productio,others,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1318700,873090,445610,873090,16/06/2015
edo,n/a,n/a,owan east,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,900000,567000,336600,565200,16/06/2015
edo,n/a,n/a,owan east,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,1616000,1051200,564800,1051200,16/06/2015
edo,n/a,n/a,owan east,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,903600,567000,336600,567000,16/06/2015
edo,n/a,n/a,owan west,n/a,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,839000,555300,283700,555300,16/08/2018
edo,n/a,n/a,owan west,n/a,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,839000,555300,283700,555300,16/08/2018
edo,n/a,n/a,owan west,n/a,livestock,n/a,n/a,piggery,n/a,n/a,n/a,n/a,n/a,841000,558700,282300,558700,16/08/2018
edo,n/a,n/a,owan west,n/a,livestock,n/a,n/a,piggery,n/a,n/a,n/a,n/a,n/a,929000,600300,328700,600300,16/08/2018
edo,n/a,n/a,owan west,n/a,processing,n/a,n/a,n/a,n/a,cassava proces,n/a,n/a,n/a,1106000,774200,331800,774200,16/08/2018
edo,n/a,n/a,owan west,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,876000,539000,337000,539000,16/08/2018
edo,n/a,n/a,owan west,n/a,processing,n/a,n/a,n/a,n/a,palm oil proce,n/a,n/a,n/a,1240000,868000,372000,868000,16/08/2018
edo,n/a,n/a,owan west,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,934000,593800,340200,593800,16/08/2018
edo,n/a,n/a,owan west,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,806000,504000,302000,504000,16/08/2018
edo,n/a,n/a,owan west,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,840000,521000,319000,521000,16/08/2018
edo,n/a,n/a,etsako west,n/a,livestock,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,924000,596800,327200,924000,16/08/2018
edo,n/a,n/a,owan west,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,880000,541000,339000,880000,16/08/2018
edo,n/a,n/a,owan west,n/a,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,839000,555300,283700,839000,16/08/2018
edo,n/a,n/a,owan east,n/a,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,805000,533500,271500,805000,16/08/2018
edo,n/a,n/a,owan west,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,810000,506000,304000,810000,16/08/2018
edo,n/a,n/a,owan west,n/a,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,805000,533500,271500,805000,16/08/2018
edo,n/a,n/a,owan west,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,966000,620200,345800,966000,16/08/2018
edo,n/a,n/a,owan west,n/a,processing,n/a,n/a,n/a,n/a,cassava proces,n/a,n/a,n/a,805000,533500,271500,805000,16/08/2018
edo,n/a,n/a,owan west,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,823750,512750,310750,823750,16/08/2018
delta,n/a,oshimili south,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,4431650,2960850,1470800,2960850,27/11/2018
delta,n/a,ugheli north,n/a,n/a,poultry,n/a,n/a,n/a,layers,n/a,n/a,n/a,n/a,4512000,2956400,1555600,2956400,25/03/2019
delta,n/a,ugheli north,n/a,n/a,crop productio,pepper tomato,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4568000,2984000,1584000,2984000,25/03/2019
delta,n/a,ugheli north,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3204000,2188800,1015200,2188800,25/03/2019
delta,n/a,ugheli north,n/a,n/a,livestock,n/a,n/a,piggery,n/a,n/a,n/a,n/a,n/a,4504000,2944800,1559200,2944800,25/03/2019
delta,n/a,ugheli north,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,4388000,2847200,151480,2847200,25/03/2019
delta,n/a,ugheli north,n/a,n/a,livestock,n/a,n/a,piggery,n/a,n/a,n/a,n/a,n/a,4504000,2944800,1559200,2944800,25/03/2019
delta,n/a,bomadi,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,snailery,2071314.29,1481414.29,589900,1481414.29,29/06/2015
delta,n/a,bomadi,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2528714.29,1699194.29,829520,1699194.29,28/06/2015
delta,n/a,bomadi,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2438714.29,1636194.29,802520,1636164.29,29/06/2015
delta,n/a,udu,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,899500,695750,207750,694750,02/10/2015
delta,n/a,bomadi,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,4620000,3024000,719300,3024000,15/01/2018
delta,n/a,bomadi,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,4620000,3024000,1596000,3024000,15/01/2018
delta,n/a,bomadi,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,462000,3024000,1596000,3024000,15/01/2018
delta,n/a,bomadi,n/a,n/a,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,cargo boat,n/a,4517110,4065399,451711,3862129.05,15/01/2018
delta,n/a,bomadi,n/a,n/a,livestock,n/a,n/a,piggery,n/a,n/a,n/a,n/a,n/a,2817314.29,1898814.29,918500,1898814.29,29/06/2015
delta,n/a,bomadi,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,4620000,3024000,1596000,3024000,15/01/2018
delta,n/a,bomadi,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2350314.29,1570914.29,779400,1570914.29,29/06/2015
delta,n/a,udu,n/a,n/a,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,rural market,n/a,3885300,3496770,388530,3496770,30/06/2015
delta,n/a,udu,n/a,n/a,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,rural market,n/a,4182243,3764018.7,418224.3,3575817.76,07/11/2016
delta,n/a,bomadi,n/a,n/a,poultry,n/a,n/a,n/a,layers,n/a,n/a,n/a,n/a,4549000,2982000,1567000,4549000,07/10/2017
delta,n/a,bomadi,n/a,n/a,poultry,n/a,n/a,n/a,layers,n/a,n/a,n/a,n/a,2779814.29,1883564.29,896250,1883564.29,29/06/2015
delta,n/a,bomadi,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2505814.29,1667964.29,837850,1667964.29,29/06/2015
delta,n/a,bomadi,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,4620000,3024000,1596000,3024000,15/11/2018
delta,n/a,bomadi,n/a,n/a,livestock,n/a,n/a,piggery,n/a,n/a,n/a,n/a,n/a,4610.25,3025125,1585125,3025125,21/06/2018
delta,n/a,bomadi,n/a,n/a,livestock,n/a,n/a,piggery,n/a,n/a,n/a,n/a,n/a,4610250,3025125,1585125,3025125,21/06/2018
delta,n/a,bomadi,n/a,n/a,processing,n/a,n/a,n/a,n/a,cassava proces,n/a,n/a,n/a,3150000,2295000,855000,2295000,06/02/2017
delta,n/a,bomadi,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,4713000,3140700,1572300,4713000,29/03/2018
delta,n/a,bomadi,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,4713000,3140700,1572300,4713000,29/03/2018
delta,n/a,bomadi,n/a,n/a,poultry,n/a,n/a,n/a,layers,n/a,n/a,n/a,n/a,4558500,2982750,1575750,4558500,10/09/2017
delta,n/a,bomadi,n/a,n/a,poultry,n/a,n/a,n/a,layers,n/a,n/a,n/a,n/a,4549000,2982000,1567000,4549000,07/10/2017
delta,n/a,udu,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2375000,1600750,774250,1600750,30/06/2015
delta,n/a,bomadi,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,4558500,2982750,1575750,4558500,07/10/2017
delta,n/a,udu,n/a,n/a,livestock,n/a,n/a,piggery,n/a,n/a,n/a,n/a,n/a,2850200,1770900,1079300,1770900,02/08/2018
delta,n/a,udu,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1861950,1201725,660225,1201725,02/10/2015
delta,n/a,udu,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,3204200,1902700,1301500,1902700,02/10/2015
delta,n/a,udu,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1843950,1183725,660225,1183725,02/10/2015
delta,n/a,udu,n/a,n/a,livestock,n/a,n/a,piggery,n/a,n/a,n/a,n/a,n/a,2136200,1413900,722300,1413900,02/10/2015
delta,n/a,udu,n/a,n/a,livestock,n/a,n/a,piggery,n/a,n/a,n/a,n/a,n/a,2561000,1705850,855150,1705850,30/06/2015
delta,n/a,udu,n/a,n/a,processing,n/a,n/a,n/a,n/a,pepper tomato ,n/a,n/a,n/a,859100,859100,n/a,859100,13/07/2015
delta,n/a,ugheli north,n/a,n/a,processing,n/a,n/a,n/a,n/a,palm kernel oi,n/a,n/a,n/a,3115800,2259060,856740,2259060,02/05/2019
delta,n/a,udu,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2686000,1783800,902200,1783800,02/08/2018
delta,n/a,udu,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1128572.15,754872.15,373700,754872.15,26/06/2015
delta,n/a,udu,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,3314200,2131540,1182660,2131540,02/08/2018
delta,n/a,udu,n/a,n/a,poultry,n/a,n/a,n/a,layers,n/a,n/a,n/a,n/a,3999700,2639390,1360310,2639390,02/08/2018
delta,n/a,udu,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2375000,1600750,774250,1600750,30/06/2015
delta,n/a,udu,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2331000,1556750,774250,1556750,13/07/2015
delta,n/a,udu,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2056500,1347500,709000,1347500,13/07/2015
delta,n/a,udu,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2056500,1347500,709000,7600750,30/06/2015
delta,n/a,udu,n/a,n/a,crop productio,plantain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2077500,1377000,700500,1377000,30/06/2016
delta,n/a,udu,n/a,n/a,rural infrastructure,n/a,n/a,n/a,n/a,n/a,n/a,water scheme,n/a,3398150,3058335,339815,3058335,26/06/2015
delta,n/a,udu,n/a,n/a,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,2564572.14,1639672.14,924900,1639672.14,29/03/2018
delta,n/a,udu,n/a,n/a,poultry,n/a,n/a,n/a,layers,n/a,n/a,n/a,n/a,4466166.67,2961166.67,1505000,2961166.67,18/05/2018
delta,n/a,udu,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,4446166.67,2947166.67,1499000,2963166.67,28/05/2018
delta,n/a,udu,n/a,n/a,livestock,n/a,n/a,piggery,n/a,n/a,n/a,n/a,n/a,2100572.14,1413272.14,687300,1413272.14,26/06/2015
delta,n/a,udu,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,772072.78,676072.78,96000,676072.78,26/09/2015
delta,n/a,udu,n/a,n/a,crop productio,cassava,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1726072.14,1070022.14,656050,1070022.14,29/03/2018
delta,n/a,udu,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,1911572.14,1281972.14,629600,1281972.14,26/06/2015
delta,n/a,udu,n/a,n/a,poultry,n/a,n/a,n/a,broilers,n/a,n/a,n/a,n/a,2239700,1482550,757150,1482550,07/08/2015
delta,n/a,bomadi,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2556900,1773500,783400,1773500,13/04/2016
delta,n/a,bomadi,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2556900,1773500,783400,1773500,13/04/2016
delta,n/a,bomadi,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2178557.16,1395157.16,783400,1395157.16,13/04/2016
delta,n/a,bomadi,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2556900,1773500,783400,1773500,13/04/2016
delta,n/a,bomadi,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,4558500,2982750,1575750,2982750,07/10/2017
delta,n/a,bomadi,n/a,n/a,fishery,n/a,fish pond,n/a,n/a,n/a,n/a,n/a,n/a,2446280.89,1671830.89,774450,1671830.89,25/06/2015
